Book,Chapter,Paragraph,Line,LineId,Text
12,3,1,2,12030102," One night when they were all asleep be raised his head from his pillow and listened to the roar of the wind and of the waves, as if at his ear. Though he was unaware that he wept, his tears were enough to set his pillow afloat.* He plucked a few notes on his koto, but the sound only made him sadder."
12,3,1,3,12030103,"  ""The waves on the strand, like moans of helpless longing.<br>    The winds--like messengers from those who grieve?"""
12,3,1,4,12030104,"    He had awakened the others. They sat up, and one by one they were in tears."
12,3,1,5,12030105,"    This would not do. Because of him they had been swept into exile, leaving families from whom they had never before been parted. It must be very difficult for them, and his own gloom could scarcely be making things easier. So he set about cheering them. During the day he would invent games and make jokes, and set down this and that poem on multicolored patchwork, and paint pictures on fine specimens of figured Chinese silk. Some of his larger paintings were masterpieces."
12,3,1,6,12030106," He had long ago been told of this Suma coast and these hills and had formed a picture of them in his mind, and he found now that his imagination had fallen short of the actuality."
12,3,1,7,12030107," What a pity, said his men, that they could not summon Tsunenori and Chieda* and other famous painters of the day to add colors to Genji's monochromes."
12,3,1,8,12030108," This resolute cheerfulness had the proper effect. His men, four or five of whom were always with him, would not have dreamed of leaving him."
12,3,1,9,12030109,"   There was a profusion of flowers in the garden. Genji came out, when the evening colors were at their best, to a gallery from which he had a good view of the coast. His men felt chills of apprehension as they watched him, for the loneliness of the setting made him seem like a visitor from another world. In a dark robe tied loosely over singlets of figured white and aster-colored trousers, he announced himself as "
12,3,1,10,12030110,"""a disciple of the Buddha"""
12,3,1,11,12030111,"  and slowly intoned a sutra, and his men thought that they had never heard a finer voice. From offshore came the voices of fishermen raised in song."
12,3,1,12,12030112," The barely visible boats were like little seafowl on an utterly lonely sea, and as he brushed away a tear induced by the splashing of oars and the calls of wild geese overhead, the white of his hand against the jet black of his rosary was enough to bring comfort to men who had left their families behind."
12,3,1,13,12030113,"       ""Might they be companions of those I long for?<br>      Their cries ring sadly through the sky of their journey."""
12,3,1,14,12030114,    This was Yoshikiyo's reply:
12,3,1,15,12030115,"     ""I know not why they bring these thoughts of old,<br>      These wandering geese. They were not then my comrades."""
12,3,1,16,12030116,    And Koremitsu's:
12,3,1,17,12030117,"      ""No colleagues of mine, these geese beyond the clouds.<br>        They chose to leave their homes, and I did dot."""
12,3,1,18,12030118,    And that of the guards officer who had cut such a proud figure on the day of the Kamo lustration:
12,3,1,19,12030119,"       ""Sad are their cries as they wing their way from home.<br>      They still find solace, for they still have comrades."
12,3,1,20,12030120," It is cruel to lose one's comrades."""
12,3,1,21,12030121,"    His father had been posted to Hitachi, but he himself had come with Genji. He contrived, for all that must have been on his mind, to seem cheerful."
12,3,2,1,12030201,"    A radiant moon had come out. They were reminded that it was the harvest full moon. Genji could not take his. eyes from it. On other such nights there had been concerts at court, and perhaps they of whom he was thinking would be gazing at this same moon and thinking of him."
12,3,2,2,12030202,"     ""My thoughts are of you, old friend,""  he sang, ""two thousand leagues away."" *"
12,3,2,3,12030203," His men were in tears.
    His longing was intense at the memory of Fujitsubo's farewell poem, and as other memories came back, one after another, he had to turn away to hide his tears."
12,3,2,4,12030204," It was very late, said his men,"
12,3,2,5,12030205, but still he did not come inside.
12,3,2,6,12030206,"          ""So long as I look upon it I find comfort,<br>        The moon which comes again to the distant city."""
12,3,2,7,12030207,"    He thought of the emperor and how much he had resembled their father, that last night when they had talked so fondly of old times."
12,3,2,8,12030208," ""I still have with me the robe which my lord gave me,"" +"
12,3,2,9,12030209," he whispered, going inside. He did in fact have a robe that was a gift from the emperor, and he kept it always beside him."
12,3,2,10,12030210,"        ""Not bitter thoughts alone does this singlet bring.<br>       Its sleeves are damp with tears of affection too."""
12,3,2,11,12030211,
12,3,3,1,12030301,"    The assistant viceroy of Kyushu was returning to the capital. He had a large family and was especially well provided with daughters, and since progress by land would have been difficult he had sent his wife and the daughters by boat. They proceeded by easy stages, putting in here and there along the coast. The scenery at Suma was especially pleasing, and the news that Genji was in residence produced blushes and sighs far out at sea. The Gosechi dancer* would have liked to cut the tow rope and drift ashore. The sound of a koto came faint from the distance, the sadness of it joined to a sad setting and sad memories. The more sensitive members of the party were in tears."
12,3,3,2,12030302,    The assistant viceroy sent a message.
12,3,3,3,12030303," ""I had hoped to call on you immediately upon returning to the city from my distant post, and when, to my surprise, I found myself passing your house, I was filled with the most intense feelings of sorrow and regret. Various acquaintances who might have been expected to come from the city have done so, and our party has become so numerous that it would be out of the question to call on you. I shall hope to do so soon."""
12,3,3,4,12030304,"    His son, the governor of Chikuzen, brought the message. Genji had taken notice of the youth and obtained an appointment for him in the imperial secretariat. He was sad to see his patron in such straits, but people were watching and had a way of talking, and he stayed only briefly."
12,3,3,5,12030305,"     ""It was kind of you to come,""  said Genji. ""I do not often see old friends these days."""
12,3,3,6,12030306,    His reply to the assistant viceroy was in a similar vein.
12,3,3,7,12030307," Everyone in the Kyushu party and in the party newly arrived from the city as well was deeply moved by the governor's description of what he had seen. The tears of sympathy almost seemed to invite worse misfortunes.
    The Gosechi dancer contrived to send him a note."
12,3,3,8,12030308,"        ""Now taut, now slack, like my unruly heart,<br>      The tow rope is suddenly still at the sound of a koto."
12,3,3,9,12030309,"     ""Scolding will not improve me."" +"
12,3,3,10,12030310,"    He smiled, so handsome a smile that his men felt rather inadequate."
12,3,3,11,12030311,"        ""Why, if indeed your heart is like the tow rope,<br>          Unheeding must you pass this strand of Suma?"
12,3,3,12,12030312,"     ""I had not expected to leave you for these wilds."" #"
12,3,3,13,12030313,"    There once was a man who, passing Akashi on his way into exile, brought pleasure into an innkeeper's life with an impromptu Chinese poem. * * For the Gosechi dancer the pleasure was such that she would have liked to make Suma her home."
12,3,4,1,12030401,"    As time passed, the people back in the city, and even the emperor himself, found that Genji was more and more in their thoughts. The crown prince was the saddest of all. His nurse and Omyo~bu would find him weeping in a corner and search helplessly for ways to comfort him."
12,3,4,2,12030402," Once so fearful of rumors and their possible effect on this child of hers and Genji's, Fujitsubo now grieved that Genji must be away."
12,3,4,3,12030403,"    In the early days of his exile he corresponded with his brothers and with important friends at court. Some of his Chinese poems were widely praised.
    Kokiden flew into a rage."
12,3,4,4,12030404," ""A man out of favor with His Majesty is expected to have trouble feeding himself. And here he is living in a fine stylish house and saying awful things about all of us. No doubt the grovelers around him are assuring him that a deer is a horse.*"
12,3,4,5,12030405,"    And so writing to Genji came to be rather too much to ask of people, and letters stopped coming."
12,3,4,6,12030406,"    The months went by, and Murasaki was never really happy. All the women from the other wings of the house were now in her service. They had been of the view that she was beneath their notice, but as they came to observe her gentleness, her magnanimity in household matters, her thoughtfulness, they changed their minds, and not one of them departed her service. Among them were women of good family. A glimpse of her was enough to make them admit that she deserved Genji's altogether remarkable affection."
12,3,5,1,12030501,"    And as time went by at Suma, Genji began to feel that he could bear to be away from her no longer. But he dismissed the thought of sending for her: this cruel punishment was for himself alone. He was seeing a little of plebeian life, and he thought it very odd and, he must say, rather dirty. The smoke near at hand would, he supposed, be the smoke of the salt burners' fires. In fact, someone was trying to light wet kindling just behind the house."
12,3,5,2,12030502,"         ""Over and over the rural ones light fires.<br>        Not so unflagging the urban ones with their visits."""
12,3,5,3,12030503,"    It was winter, and the snowy skies were wild. He beguiled the tedium with music, playing the koto himself and setting Koremitsu to the flute, with Yoshikiyo to sing for them. When he lost himself in a particularly moving strain the others would fall silent, tears in their eyes."
12,3,5,4,12030504,"    He thought of the lady the Chinese emperor sent off to the Huns.+ How must the emperor have felt, how would Genji himself feel, in so disposing of a beautiful lady? He shuddered, as if some such task might be approaching,"
12,3,5,5,12030505," ""at the end of a frosty night's dream."" *"
12,3,5,6,12030506,
12,3,5,7,12030507,"    A bright moon flooded in, lighting the shallow-eaved cottage to the farthest corners. He was able to imitate the poet's feat of looking up at the night sky without going to the veranda.+ There was a weird sadness in the setting moon."
12,3,5,8,12030508," ""The moon goes always to the west,"" # he whispered."
12,3,5,9,12030509,
12,3,5,10,12030510,"       ""All aimless is my journey through the clouds.<br>      It shames me that the unswerving moon should see me."""
12,3,5,11,12030511,"    He recited it silently to himself. Sleepless as always, he heard the sad calls of the plovers in the dawn and (the others were not yet awake) repeated several times to himself:"
12,3,5,12,12030512,"           ""Cries of plovers in the dawn bring comfort<br>            To one who awakens in a lonely bed."""
12,3,5,13,12030513,
12,3,5,14,12030514,"    His practice of going through his prayers and ablutions in the deep of night seemed strange and wonderful to his men. Far from being tempted to leave him, they did not return even for brief visits to their families."
12,3,6,1,12030601,"    The Akashi coast was a very short distance away. Yoshikiyo remembered the daughter of the former governor, now a monk, and wrote to her. She did not answer."
12,3,6,2,12030602,"     ""I would like to see you for a few moments sometime at your convenience,"""
12,3,6,3,12030603,"  came a note from her father. ""There is something I want to ask you.
    Yoshikiyo was not encouraged. He would look very silly if he went to Akashi only to be turned away. He did not go."
12,3,6,4,12030604,"    The former governor was an extremely proud and intractable man. The incumbent governor was all-powerful in the province, but the eccentric old man had no wish to marry his daughter to such an upstart. He learned of Genji's presence at Suma."
12,3,6,5,12030605,"     ""I hear that the shining Genji is out of favor,""  he said to his wife, ""and that he has come to Suma. What a rare stroke of luck--the chance we have been waiting for. We must offer our girl."""
12,3,6,6,12030606,
12,3,6,7,12030607,"     ""Completely out of the question. People from the city tell me that he has any number of fine ladies of his own and that he has reached out for one of the emperor's. That is why the scandal. What interest can he possibly take in a country lump like her?"""
12,3,6,8,12030608,
12,3,6,9,12030609,"     ""You don't understand the first thing about it. My own views couldn't be more different. We must make our plans. We must watch for a chance to bring him here."" "
12,3,6,10,12030610," His mind was quite made up, and he had the look of someone whose plans were not easily changed. The finery which he had lavished upon house and daughter quite dazzled the eye."
12,3,6,11,12030611,"     ""He may be ever so grand a grand gentleman,""  persisted the mother, ""but it hardly seems the right and sensible thing to choose of all people a man who has been sent into exile for a serious crime. It might just possibly be different if he were likely to look at her--but no. You must be joking."""
12,3,6,12,12030612,
12,3,6,13,12030613,"     ""A serious crime! Why in China too exactly this sort of thing happens to every single person who has remarkable talents and stands out from the crowd. And who do you think he is? His late mother was the daughter of my uncle, the Lord Inspector. She had talent and made a name for herself, and when there wasn't enough of the royal love to go around, the others were jealous, and finally they killed her. But she left behind a son who was a royal joy and comfort. Ladies should have pride and high ambitions. I may be a bumpkin myself, but I doubt that he will think her entirely beneath contempt."""
12,3,6,14,12030614,
12,3,6,15,12030615,"    Though the girl was no great beauty, she was intelligent and sensitive and had a gentle grace of which someone of far higher rank would have been proud. She was reconciled to her sad lot."
12,3,6,16,12030616," No one among the great persons of the land was likely to think her worth a glance. The prospect of marrying someone nearer her station in life revolted her. If she was left behind by those on whom she depended, she would become a nun, or perhaps throw herself into the sea."
12,3,6,17,12030617,
12,3,6,18,12030618,"    Her father had done everything for her. He sent her twice a gear to the Sumiyoshi Shrine, hoping that the god might be persuaded to notice her."
12,4,1,1,12040101,"    The New Year came to Suma, the days were longer, and time went by slowly. The sapling cherry Genji had planted the year before sent out a scattering of blossoms, the air was soft and warm, and memories flooded back, bringing him often to tears."
12,4,1,2,12040102," He thought longingly of the ladies for whom he had wept when, toward the end of the Second Month the year before, he had prepared to depart the city. The cherries would now be in bloom before the Grand Hall. He thought of that memorable cherry-blossom festival, and his father, and the extraordinarily handsome figure his brother, now the emperor, had presented, and he remembered how his brother had favored him by reciting his Chinese poem.*
    A Japanese poem formed in his mind:"
12,4,1,3,12040103,"         ""Fond thoughts I have of the noble ones on high,<br>        And the day of the flowered caps has come again."""
12,4,1,4,12040104,"    To~ no Chu~jo~ was now a councillor. He was a man of such fine character that everyone wished him well, but he was not happy. Everything made him think of Genji. Finally he decided that he did not care what rumors might arise and what misdeeds he might be accused of and hurried off to Suma."
12,4,1,5,12040105,  The sight of Genji brought tears of joy and sadness.
12,4,1,6,12040106," Genji's house seemed very strange and exotic. The surroundings were such that he would have liked to paint them. The fence was of plaited bamboo and the pillars were of pine and the stairs of stone.* It was a rustic, provincial sort of dwelling, and very interesting."
12,4,1,7,12040107,"    Genji's dress too was somewhat rustic. Over a singlet dyed lightly in a yellowish color denoting no rank or office+ he wore a hunting robe and trousers of greenish gray. It was plain garb and intentionally countrified, but it so became the wearer as to bring an immediate smile of pleasure to his friend's lips."
12,4,1,8,12040108," Genji's personal utensils and accessories were of a make-shift nature, and his room was open to anyone who wished to look in. The gaming boards and stones were also of rustic make. The religious objects that lay about told of earnest devotion. The food was very palatable and very much in the local taste."
12,4,1,9,12040109," For his friend's amusement, Genji had fishermen bring fish and shells. To~ no Chu~jo~ had them questioned about their maritime life, and learned of perils and tribulations. Their speech was as incomprehensible as the chirping of birds, but no doubt their feelings were like his own. He brightened their lives with clothes and other gifts. The stables being nearby, fodder was brought from a granary or something of the sort beyond, and the feeding process was as novel and interesting as everything else."
12,4,1,10,12040110," To~ no Chu~jo~ hummed the passage from ""The Well of Asuka"" # about the well-fed horses.
    Weeping and laughing, they talked of all that had happened over the months."
12,4,1,11,12040111,"     ""Yu~giri quite rips the house to pieces, and Father worries and worries about him."""
12,4,1,12,12040112,"    Genji was of course sorry to hear it; but since I am not capable of recording the whole of the long conversation, I should perhaps refrain from recording any part of it."
12,4,1,13,12040113," They composed Chinese poetry all through the night. To~ no Chu~jo~ had come in defiance of the gossips and slanderers, but they intimidated him all the same. His stay was a brief one."
12,4,1,14,12040114,"    Wine was brought in, and their toast was from $$ Po Chu-i:**
      ""Sad topers we. Our springtime cups flow with tears."""
12,4,1,15,12040115,"    The tears were general, for it had been too brief a meeting."
12,4,1,16,12040116,    A line of geese flew over in the dawn sky.
12,4,1,17,12040117,"         ""In what spring tide will I see again my old village?<br>        I envy the geese, returning whence they came."""
12,4,1,18,12040118," Sorrier than ever that he must go, To~ no Chu~jo~ replied:"
12,4,1,19,12040119," ""Sad are the geese to leave their winter's lodging. Dark my way of return to the flowery city."""
12,4,1,20,12040120,"  He had brought gifts from the city, both elegant and practical. Genji gave him in return a black pony, a proper gift for a traveler."
12,4,1,21,12040121,"    ""Considering its origins, you may fear that it will bring bad luck; but you will find that it neighs into the northern winds."" *"
12,4,1,22,12040122,    It was a fine beast.
12,4,1,23,12040123,"    ""To remember me by,"""
12,4,1,24,12040124,"  said To~ no Chu~jo~, giving in return what was recognized to be a very fine flute. The situation demanded a certain reticence in the giving of gifts."
12,4,1,25,12040125,"    The sun was high, and To~ no Chu~jo~'s men were becoming restive. He looked back and looked back, and Genji almost felt that no visit at all would have been better than such a brief one."
12,4,1,26,12040126,"    ""And when will we meet again? It is impossible to believe that you will be here forever."""
12,4,1,27,12040127,
12,4,1,28,12040128,"          ""Look down upon me, cranes who skim the clouds,<br>         And see me unsullied as this cloudless day."
12,4,1,29,12040129,"    ""Yes, I do hope to go back, someday. But when I think how difficult it has been for even the most remarkable men to pick up their old lives, I am no longer sure that I want to see the city again."""
12,4,1,30,12040130,
12,4,1,31,12040131,"          ""Lonely the voice of the crane among the clouds.<br>          Gone the comrade that once flew at its side."
12,4,1,32,12040132,"    ""I have been closer to you than ever I have deserved. My regrets for what has happened are bitter."""
12,4,1,33,12040133,    They scarcely felt that they had had time to renew their friendship. For Genji the loneliness was unrelieved after his friend's departure.
12,4,2,1,12040201,"    It was the day of the serpent, the first such day in the Third Month."
12,4,2,2,12040202,"    ""The day when a man who has worries goes down and washes them away,"""
12,4,2,3,12040203,"  said one of his men, admirably informed, it would seem, in all the annual observances.
    Wishing to have a look at the seashore, Genji set forth. Plain, rough curtains were strung up among the trees, and a soothsayer who was doing the circuit of the province was summoned to perform the lustration.
    Genji thought he could see something of himself in the rather large doll being cast off to sea, bearing away sins and tribulations."
12,4,2,4,12040204,"            ""Cast away to drift on an alien vastness,<br>        I grieve for more than a doll cast out to sea."""
12,4,2,5,12040205,"    The bright, open seashore showed him to wonderful advantage. The sea stretched placid into measureless distances."
12,4,2,6,12040206," He thought of all that had happened to him, and all that was still to come."
12,4,2,7,12040207,"        ""You eight hundred myriad gods must surely help me,<br>      For well you know that blameless I stand before you."""
12,4,2,8,12040208,"    Suddenly a wind came up and even before the services were finished the sky was black. Genji's men rushed about in confusion. Rain came pouring down, completely without warning. Though the obvious course would have been to return straightway to the house, there had been no time to send for umbrellas. The wind was now a howling tempest, everything that had not been tied down was scuttling off across the beach. The surf was biting at their feet. The sea was white, as if spread over with white linen. Fearful every moment of being struck down, they finally made their way back to the house."
12,4,2,9,12040209,"    ""I've never seen anything like it, "" said one of the men."
12,4,2,10,12040210," ""Winds do come up from time to time, but not without warning. It is all very strange and very terrible."""
12,4,2,11,12040211,"    The lightning and thunder seemed to announce the end of the world, and the rain to beat its way into the ground; and Genji sat calmly reading a sutra."
12,4,2,12,12040212," The thunder subsided in the evening, but the wind went on through the night."
12,4,2,13,12040213,"    ""Our prayers seem to have been answered."
12,4,2,14,12040214, A little more and we would have been carried off.
12,4,2,15,12040215," I've heard that tidal waves do carry people off before they know what is happening to them, but I've not seen anything like this."""
12,4,2,16,12040216,
12,4,2,17,12040217,    Towards dawn sleep was at length possible. A man whom he did not recognize came to Genji in a dream.
12,4,2,18,12040218,"    ""The court summons you.""  He seemed to be reaching for Genji. ""Why do you not go?"""
12,4,2,19,12040219,"    It would be the king of the sea, who was known to have a partiality for handsome men. Genji decided that he could stay no longer at Suma."
